time,tasmax,hursmin,tasmin,hursmax,HIX,HIN,HIM
1985-05-26,29.2,75.0,21.1,97.0,34.20346518440001,21.444000000000003,27.82373259220001
1985-05-27,29.5,62.0,23.0,98.0,32.27179058749995,23.452,27.86189529374997
1985-05-28,28.2,79.0,23.6,99.0,32.44935972599998,24.09500000000001,28.272179862999995
1985-05-29,28.1,80.0,23.4,98.0,32.36051569009995,23.872,28.116257845049976
1985-05-30,29.4,71.0,23.6,98.0,33.839499903600014,24.082,28.960749951800008
1985-05-31,28.7,63.0,22.2,91.0,30.975933417199983,22.521,26.74846670859999
1985-06-01,29.7,56.0,21.1,93.0,31.565681730899986,21.392000000000003,26.478840865449992
1985-06-02,30.6,66.0,22.7,94.0,35.48236218159999,23.085,29.283681090799995
1985-06-03,30.4,60.0,22.5,96.0,33.61822105760001,22.901000000000003,28.259610528800007
1985-06-04,29.8,74.0,23.2,96.0,35.518491380000015,23.636,29.577245690000005
1985-06-05,27.1,75.0,22.1,96.0,29.48739844159999,22.481,25.984199220799997
1985-06-06,29.5,65.0,23.0,90.0,32.83938462499994,23.348,28.093692312499968
1985-06-07,30.5,63.0,22.8,92.0,34.51201360999999,23.164,28.838006805
1985-06-08,30.2,67.0,22.4,94.0,34.797877078,22.77,28.783938539
1985-06-09,27.9,62.0,20.5,95.0,29.526868411499983,20.788,25.157434205749997
1985-06-10,29.0,62.0,20.1,95.0,31.35292070000005,20.368,25.860460350000025
1985-06-11,29.9,60.0,20.8,95.0,32.648820046100035,21.103,26.875910023050015
1985-06-12,28.5,64.0,21.3,94.0,30.7694349525,21.615,26.19221747625
1985-06-13,29.4,60.0,19.6,92.0,31.733172889599985,19.804,25.768586444799997
1985-06-14,30.3,65.0,23.8,94.0,34.54769277540002,24.24,29.39384638770001
1985-06-15,27.6,64.0,22.6,94.0,29.276037803999984,22.980000000000004,26.128018901999997
1985-06-16,29.4,69.0,23.2,92.0,33.423964222000016,23.584,28.503982111000006
1985-06-17,29.6,73.0,23.0,93.0,34.76652011079997,23.387,29.076760055399987
1985-06-18,25.8,83.0,22.3,99.0,26.197000000000003,22.73,24.463500000000003
1985-06-19,29.6,75.0,22.2,97.0,35.235197771600006,22.599,28.9170988858
1985-06-20,30.2,68.0,22.0,96.0,35.040466875200025,22.376,28.70823343760001
1985-06-21,30.6,65.0,23.6,93.0,35.22669685559998,24.017000000000003,29.621848427799996
1985-06-22,25.8,64.0,22.3,97.0,25.950000000000003,22.704,24.327
1985-06-23,28.0,46.0,20.6,81.0,28.112497000000022,20.71100000000001,24.411748500000016
1985-06-24,28.3,46.0,18.1,86.0,28.422587137899995,18.151000000000003,23.28679356895
1985-06-25,29.6,58.0,20.0,86.0,31.7390316208,20.146,25.942515810400003
1985-06-26,29.3,62.0,21.8,94.0,31.897579173499988,22.14,27.01878958675
1985-06-27,28.5,72.0,21.4,98.0,31.99629021250001,21.772,26.884145106250006
1985-06-28,28.5,71.0,21.7,94.0,31.833532830000006,22.035,26.934266415000003
1985-06-29,27.3,61.0,20.7,91.0,28.558570721399956,20.946,24.75228536069997
1985-06-30,28.6,57.0,19.9,89.0,29.984080765999977,20.08,25.032040382999988
1985-07-01,28.0,60.0,22.2,93.0,29.45533136,22.547,26.00116568
1985-07-02,28.6,63.0,21.7,93.0,30.8009206748,22.022,26.4114603374
1985-07-03,28.3,65.0,20.6,89.0,30.556111663399943,20.815000000000005,25.68555583169997
1985-07-04,26.2,77.0,22.6,97.0,26.539,23.019,24.779000000000003
1985-07-05,29.5,72.0,21.9,98.0,34.29402286249993,22.297,28.295511431249963
1985-07-06,29.1,74.0,21.9,98.0,33.746199925500065,22.297,28.02159996275003
1985-07-07,28.8,71.0,22.6,97.0,32.47938648840001,23.019,27.749193244200008
1985-07-08,29.7,68.0,21.7,94.0,33.885459881700015,22.035,27.96022994085001
1985-07-09,29.9,66.0,21.3,94.0,33.8925424991,21.615,27.75377124955
1985-07-10,29.6,68.0,21.4,92.0,33.661750620799985,21.694,27.67787531039999
1985-07-11,30.4,64.0,23.2,97.0,34.531722280000025,23.649,29.090361140000013
1985-07-12,27.4,72.0,21.5,98.0,29.76533689999996,21.877,25.82116844999998
1985-07-13,28.6,64.0,21.7,92.0,30.946825864000004,22.009,26.477912932
1985-07-14,28.4,71.0,20.6,98.0,31.62331539559998,20.932,26.27765769779999
1985-07-15,28.9,67.0,21.5,96.0,31.991418591999988,21.851,26.921209295999997
1985-07-16,28.7,70.0,22.1,96.0,32.09073457389998,22.481,27.28586728694999
