time,HI
2004-03-23,30.89828517
2004-03-24,31.40037901759998
2004-03-25,32.38720889600002
2004-03-26,32.267299786299986
2004-03-27,30.065743490000003
2004-03-28,32.276110720900014
2004-03-29,32.09298128960001
2004-03-30,31.55649392089997
2004-03-31,31.23708274249993
2004-04-01,31.23471004600001
2004-04-02,29.984080765999977
2004-04-03,30.6039620241
2004-04-04,30.192066763599986
2004-04-05,29.25145406250003
2004-04-06,30.750404701
2004-04-07,30.19828004160001
2004-04-08,28.65957227360001
2004-04-09,30.4576645028
2004-04-10,32.1638457473
2004-04-11,33.8925424991
2004-04-12,32.53110835069998
2004-04-13,31.922794894999942
2004-04-14,31.17581018149999
2004-04-15,30.03263849739999
2004-04-16,31.35292070000005
2004-04-17,29.378299444299948
2004-04-18,30.562063746000028
2004-04-19,31.35292070000005
2004-04-20,29.89059620800004
2004-04-21,29.380107447999983
2004-04-22,31.4927480725
2004-04-23,30.8754223496
2004-04-24,29.64926322590001
2004-04-25,29.750994543499964
2004-04-26,30.61208016039999
2004-04-27,30.769968934999984
2004-04-28,32.07339506120002
2004-04-29,31.565681730899986
2004-04-30,29.682201770000024
2004-05-01,30.065743490000003
2004-05-02,29.813031392799985
2004-05-03,26.146
2004-05-04,25.910000000000004
2004-05-05,27.951014139599984
2004-05-06,26.08
2004-05-07,26.265000000000004
2004-05-08,23.809000000000005
2004-05-09,28.92398068400003
2004-05-10,29.378299444299948
2004-05-11,29.380107447999983
2004-05-12,27.495225030400004
2004-05-13,27.671244048799984
2004-05-14,27.648129074000007
2004-05-15,29.268821380999995
2004-05-16,29.526868411499983
2004-05-17,29.43402962089997
2004-05-18,28.1000419415
2004-05-19,25.742000000000004
2004-05-20,26.214
2004-05-21,27.506925171800034
2004-05-22,25.78
2004-05-23,27.29184232040004
2004-05-24,27.6798580244
2004-05-25,27.925457410199964
2004-05-26,26.292
2004-05-27,25.480000000000004
2004-05-28,26.57
2004-05-29,24.562000000000005
2004-05-30,24.155
2004-05-31,23.891
2004-06-01,25.663000000000004
2004-06-02,26.698224494299986
2004-06-03,25.846000000000004
2004-06-04,25.887
2004-06-05,25.468000000000004
2004-06-06,25.807
2004-06-07,26.149
2004-06-08,26.176
2004-06-09,27.3907905833
2004-06-10,26.64700000000001
2004-06-11,27.506925171800034
2004-06-12,26.109
2004-06-13,25.926
2004-06-14,24.6
2004-06-15,23.97000000000001
2004-06-16,25.598000000000003
2004-06-17,25.782
2004-06-18,26.188
2004-06-19,25.518
2004-06-20,24.284
2004-06-21,24.903
2004-06-22,24.324
2004-06-23,24.993
2004-06-24,24.468000000000004
2004-06-25,23.038
2004-06-26,24.009000000000004
2004-06-27,22.578000000000003
2004-06-28,25.572000000000003
2004-06-29,24.652
2004-06-30,25.059000000000005
2004-07-01,22.474000000000004
2004-07-02,23.707
2004-07-03,24.693
2004-07-04,25.308
2004-07-05,24.732
2004-07-06,25.19
2004-07-07,24.179
2004-07-08,24.848000000000003
2004-07-09,25.321
2004-07-10,25.569000000000003
2004-07-11,25.714
2004-07-12,26.122000000000003
2004-07-13,25.505000000000003
2004-07-14,24.493
2004-07-15,24.598000000000003
2004-07-16,25.899
2004-07-17,23.509
2004-07-18,25.308
2004-07-19,25.873
2004-07-20,26.477000000000004
2004-07-21,26.32
2004-07-22,26.161
2004-07-23,26.411
2004-07-24,25.637
2004-07-25,25.35
2004-07-26,25.794000000000004
2004-07-27,25.295
2004-07-28,24.6
2004-07-29,24.271
2004-07-30,25.794000000000004
2004-07-31,25.559
2004-08-01,26.622
2004-08-02,25.032000000000004
2004-08-03,25.375
2004-08-04,25.597
2004-08-05,26.109
2004-08-06,26.136000000000003
2004-08-07,26.347
2004-08-08,26.058
2004-08-09,25.047
2004-08-10,25.821
2004-08-11,25.257
2004-08-12,26.439000000000004
2004-08-13,25.743
2004-08-14,27.24245055000001
2004-08-15,26.91677853199999
2004-08-16,26.227
2004-08-17,26.372
2004-08-18,27.21238226930003
2004-08-19,26.764816195999977
2004-08-20,26.346
2004-08-21,26.135000000000005
2004-08-22,25.912
2004-08-23,25.610000000000003
2004-08-24,26.464
2004-08-25,26.581000000000003
2004-08-26,26.056
2004-08-27,26.464
2004-08-28,28.01855027759997
2004-08-29,26.608000000000004
2004-08-30,25.255000000000003
2004-08-31,26.32
2004-09-01,25.979000000000003
2004-09-02,26.043
2004-09-03,27.360115709999985
2004-09-04,26.319000000000003
2004-09-05,25.663000000000004
2004-09-06,25.913000000000004
2004-09-07,26.660000000000004
2004-09-08,26.359
